,education-num,capital-gain,capital-loss,age-range_encoded,workclass_encoded,occupation_encoded,relationship_encoded,race_encoded,sex_encoded,singleormarried_encoded,working-hours-range_encoded,unitedstateorothers_encoded,income-per-year_encoded
9667,14,0,0,0,2,9,3,4,0,1,0,1,0
9668,7,0,0,1,2,2,0,4,1,0,1,1,0
9669,9,0,0,2,2,13,0,4,1,0,1,1,0
9670,9,0,0,6,2,0,3,4,0,1,0,1,0
9671,10,0,0,0,2,13,3,4,1,1,3,1,0
9672,13,8614,0,1,5,0,1,4,0,1,1,1,1
9673,15,99999,0,2,4,9,0,4,1,0,0,1,1
9674,9,0,0,4,1,0,5,4,0,0,0,1,0
9675,11,0,0,1,1,0,1,4,0,1,1,1,0
9676,13,0,2377,5,4,2,0,4,1,0,3,1,1
9677,6,0,0,0,2,13,3,1,1,1,0,1,0
9678,9,0,0,0,3,11,0,1,1,0,1,0,0
9679,9,0,0,1,2,2,0,4,1,0,1,1,0
9680,13,0,0,0,2,12,1,4,1,1,1,1,0
9681,7,0,0,1,2,6,1,4,1,1,2,1,0
9682,9,0,0,0,2,2,1,4,1,1,1,1,0
9683,13,0,0,3,5,0,0,4,1,0,0,1,1
9684,10,0,0,4,1,0,5,4,0,0,0,1,0
9685,10,0,0,0,2,11,1,4,1,1,0,1,0
9686,10,0,0,3,2,11,0,4,1,0,1,1,1
9687,5,0,0,1,2,13,0,4,1,0,2,1,0
9688,8,0,0,0,5,3,1,4,1,1,1,1,1
9689,6,0,0,3,4,13,0,4,1,0,2,1,0
9690,13,5178,0,0,2,11,5,4,0,0,1,1,1
9691,10,0,0,6,2,11,4,4,0,1,0,1,0
9692,11,0,0,1,2,9,5,4,0,0,0,1,0
9693,10,0,0,0,2,12,1,4,0,1,1,1,0
9694,9,0,0,0,2,11,3,0,1,1,0,1,0
9695,10,0,0,3,4,11,0,4,1,0,1,1,0
9696,9,0,0,2,2,6,4,2,0,1,1,1,0
9697,10,0,0,0,2,2,3,0,1,1,1,1,0
9698,9,0,0,0,2,0,1,4,0,1,1,1,0
9699,14,0,0,0,2,9,1,4,0,1,1,1,0
9700,11,0,0,2,2,5,0,2,1,0,1,1,0
9701,13,0,0,1,2,2,0,4,1,0,1,1,0
9702,12,0,0,0,5,0,3,2,0,1,3,1,0
9704,9,0,0,2,2,11,1,4,0,1,1,1,0
9705,13,0,0,3,2,2,0,4,1,0,1,1,0
9706,13,0,0,0,1,9,1,4,0,1,1,1,0
9707,9,0,0,2,1,7,1,4,1,1,1,1,0
9709,9,0,0,1,2,2,1,4,1,1,1,1,0
9710,10,0,0,1,2,3,1,4,1,1,1,1,0
9711,13,0,0,2,2,7,4,1,0,1,1,0,0
9713,13,0,0,0,2,9,0,4,1,0,1,1,1
9714,9,0,0,1,2,7,4,4,0,1,0,1,0
9715,13,7688,0,0,2,3,5,4,0,0,1,1,1
9716,13,0,0,4,2,6,0,4,1,0,1,1,0
9717,9,0,1590,2,4,13,1,4,1,1,1,1,0
9718,15,0,0,2,4,9,0,4,1,0,4,1,1
9719,9,0,0,1,4,13,0,4,1,0,1,1,0
9720,14,5455,0,2,1,9,4,4,0,1,1,1,0
9721,14,0,0,2,5,9,1,4,0,1,1,1,0
9722,10,0,0,3,2,3,1,4,1,1,1,1,0
9723,12,0,0,3,2,12,0,4,1,0,1,1,1
9724,9,0,0,0,2,0,1,4,1,1,1,1,0
9725,9,0,0,3,5,13,1,4,1,1,1,1,0
9726,6,0,0,6,2,7,3,4,1,1,0,1,0
9727,9,0,0,1,2,5,2,4,1,1,1,1,0
9728,9,0,0,2,2,6,1,4,1,1,0,1,0
9729,9,0,0,0,2,5,3,2,0,1,1,1,0
9730,13,7298,0,2,3,3,0,4,1,0,1,1,1
9731,10,0,0,4,2,0,5,4,0,0,0,1,1
9732,13,4064,0,2,2,11,0,4,1,0,1,1,0
9733,9,0,0,4,2,0,1,4,0,1,0,1,0
9734,13,8614,0,1,2,3,1,4,1,1,1,1,1
9735,14,0,0,5,2,2,4,1,1,1,1,0,0
9736,10,0,0,4,2,3,0,4,1,0,1,1,1
9737,13,0,0,0,2,9,1,4,0,1,1,1,0
9738,10,0,0,0,2,0,3,4,0,1,1,1,0
9740,6,0,0,6,2,4,3,4,1,1,1,1,0
9741,9,0,0,0,2,5,0,2,1,0,4,1,1
9742,9,0,0,4,2,13,0,4,1,0,1,1,0
9743,9,0,0,1,4,3,1,4,1,1,1,0,0
9744,8,0,0,1,2,2,2,4,1,0,1,0,0
9745,10,0,0,6,2,7,3,4,0,1,0,1,0
9746,7,0,0,2,5,4,0,4,1,0,1,1,0
9747,13,0,0,0,2,11,3,4,0,1,3,1,0
9748,9,0,0,0,2,3,1,2,1,1,1,1,0
9749,15,3325,0,3,1,9,1,4,1,1,1,1,0
9750,13,3325,0,1,2,12,1,4,1,1,2,1,0
9751,15,0,0,2,2,9,0,4,1,0,0,1,1
9752,14,10520,0,1,2,3,1,4,0,1,1,1,1
9753,12,0,0,2,1,10,1,4,0,1,1,1,1
9754,3,0,0,2,4,4,0,4,1,0,1,0,0
9755,9,0,0,1,2,2,0,4,1,0,1,1,0
9756,5,0,0,1,2,0,4,4,0,1,1,1,0
9757,2,0,0,0,2,7,1,4,1,1,0,0,0
9758,12,0,0,2,2,11,1,4,0,1,0,0,0
9759,9,0,0,2,2,0,0,4,1,0,1,1,0
9760,9,99999,0,1,2,13,0,4,1,0,1,1,1
9761,9,7688,0,1,1,10,0,4,1,0,0,1,1
9762,13,0,0,0,2,3,1,4,1,1,1,1,0
9763,9,0,0,2,2,6,4,4,0,1,1,1,0
9764,15,0,0,2,4,9,0,4,1,0,1,1,1
9765,10,0,0,1,2,3,4,4,1,1,2,1,0
9766,13,0,1977,1,2,3,0,4,1,0,1,1,1
9767,13,0,1092,1,2,11,3,4,1,1,1,0,0
9768,10,0,0,1,2,2,4,4,0,1,1,1,0
9769,13,3103,0,3,2,9,0,4,1,0,1,1,1
9770,4,0,0,5,2,6,1,4,0,1,0,0,0
9771,10,0,0,0,2,2,0,4,1,0,1,1,0
9772,10,0,0,1,2,0,1,4,0,1,1,1,0
9773,12,0,0,0,2,11,3,4,1,1,1,1,0
9774,9,0,0,1,2,0,1,4,1,1,1,1,1
9775,10,0,0,0,2,11,4,4,0,1,0,1,0
9776,10,0,0,1,2,0,4,4,0,1,1,1,0
9777,10,0,0,4,2,11,0,4,1,0,1,1,1
9779,10,0,0,2,2,7,4,2,0,1,0,0,0
9780,11,0,0,2,0,2,0,1,1,0,1,1,1
9781,11,0,0,3,2,2,0,4,1,0,1,1,0
9782,10,0,0,1,1,10,0,4,1,0,2,1,0
9783,9,4650,0,1,2,12,1,4,1,1,1,1,0
9784,10,0,0,0,2,0,2,2,0,1,1,0,0
9786,13,0,0,1,2,0,0,4,1,0,1,1,0
9788,9,2885,0,1,4,2,0,4,1,0,1,1,0
9789,9,0,0,0,2,2,1,4,1,1,2,1,0
9790,10,0,0,3,2,0,5,2,0,0,0,0,0
9791,9,0,0,3,2,13,0,4,1,0,2,1,0
9792,13,0,0,1,2,11,1,4,1,1,1,1,0
9793,14,0,0,2,5,0,0,4,1,0,1,0,0
9794,13,0,0,1,2,9,0,4,1,0,1,1,1
9795,9,0,0,1,1,2,0,4,1,0,1,1,0
9796,9,0,0,1,2,3,0,4,1,0,1,1,0
9797,10,0,0,2,3,2,0,4,1,0,1,1,0
9798,10,0,0,2,2,3,0,4,1,0,1,1,1
9800,10,0,0,2,2,6,1,2,1,1,1,1,0
9801,10,0,0,1,2,3,0,4,1,0,1,1,1
9802,10,0,0,2,2,2,4,2,0,1,0,1,0
9803,6,0,0,6,2,7,3,4,0,1,3,1,0
9804,9,0,0,6,2,11,3,4,0,1,0,1,0
9805,10,0,0,1,3,3,5,4,0,0,0,1,0
9806,9,0,0,4,2,8,1,4,0,1,1,0,0
9807,13,0,0,3,2,2,1,4,1,1,1,1,0
9808,9,0,0,1,1,0,0,2,1,0,1,1,0
9809,9,0,0,3,2,4,0,4,1,0,1,1,0
9810,9,0,0,0,2,7,3,4,0,1,0,1,0
9811,15,0,0,0,2,9,0,1,1,0,4,0,0
9812,14,0,0,2,1,9,5,4,0,0,1,1,1
9813,11,0,0,0,2,9,1,4,1,1,1,1,0
9814,14,0,0,2,2,3,0,4,1,0,1,1,1
9815,9,0,0,0,2,13,1,4,1,1,1,1,0
9816,11,0,0,4,2,9,4,4,0,1,1,1,0
9817,15,0,0,2,4,9,0,4,1,0,1,1,1
9818,9,0,0,3,0,0,0,4,1,0,1,1,0
9819,16,0,0,1,2,9,1,4,1,1,1,1,1
9820,12,0,0,1,1,9,0,4,1,0,1,0,1
9821,6,0,0,6,3,7,3,4,1,1,3,1,0
9822,11,0,0,0,2,11,5,4,0,0,1,1,1
9823,13,0,0,1,1,9,1,4,1,1,1,0,0
9824,14,0,0,4,2,3,1,4,0,1,1,1,1
9825,10,0,0,1,1,0,3,0,0,1,1,1,0
9826,13,0,0,1,2,0,0,4,1,0,2,0,1
9827,14,0,0,3,1,9,5,4,0,0,1,1,1
9828,16,0,0,4,5,9,0,4,1,0,1,0,1
9829,10,0,0,3,3,10,1,4,1,1,1,1,0
9830,6,0,0,6,2,13,1,4,1,1,1,1,0
9831,14,0,0,4,2,9,1,4,1,1,4,1,0
9832,9,0,0,2,2,2,0,4,1,0,1,1,0
9833,13,0,0,4,4,4,0,4,1,0,1,1,0
9834,9,0,0,0,2,6,1,4,0,1,1,1,0
9835,10,0,0,1,2,7,3,2,0,1,1,1,0
9836,16,2885,0,3,5,9,1,1,1,0,1,0,0
9837,9,0,0,0,2,5,5,4,0,0,1,0,1
9838,13,0,0,1,2,0,4,2,0,1,0,1,0
9839,2,0,0,3,2,8,4,4,0,1,0,0,0
9840,9,0,0,0,2,0,1,4,0,1,0,1,0
9841,9,0,0,0,2,2,1,4,1,1,0,0,0
9842,13,0,0,2,3,11,0,4,1,0,2,1,1
9843,8,0,0,0,2,6,2,3,1,0,1,0,0
9844,9,0,0,2,2,2,3,4,1,1,0,1,0
9845,10,0,0,0,2,11,3,4,0,1,1,1,0
9846,10,0,0,2,4,13,1,2,1,1,0,1,0
9847,10,0,1485,0,4,2,0,0,1,0,2,1,1
9848,6,0,0,3,2,7,2,1,0,1,1,0,0
9850,9,0,0,0,2,3,3,4,1,1,0,1,0
9851,7,0,0,6,2,0,3,4,0,1,3,1,0
9852,9,0,0,3,2,6,0,4,1,0,1,1,1
9853,3,0,0,0,2,8,2,4,0,1,1,0,0
9854,9,0,0,4,2,2,1,4,1,0,1,1,0
9855,14,0,0,1,2,11,5,4,0,0,1,1,1
9856,9,0,0,2,1,0,4,2,0,1,0,1,0
9857,15,0,0,4,4,9,0,4,1,0,1,0,1
9858,9,0,1408,1,2,2,1,4,1,1,1,1,0
9859,13,0,0,2,4,3,0,1,1,0,1,0,0
9861,10,0,0,2,4,2,1,4,1,1,1,1,0
9862,13,0,0,3,5,9,1,4,0,1,1,1,0
9863,9,0,0,3,0,0,0,4,1,0,1,1,0
9864,10,0,0,1,2,2,1,4,1,1,1,1,0
9865,10,0,1902,2,2,11,0,1,1,0,1,1,1
9867,10,0,0,1,2,11,0,4,1,0,1,1,1
9868,13,0,1977,1,2,3,0,4,1,0,1,1,1
9869,10,0,0,1,2,6,1,3,1,1,1,1,0
9870,10,0,0,0,2,11,3,4,0,1,0,1,0
9871,14,0,0,4,0,9,1,4,1,1,1,1,1
9873,14,0,1977,2,1,3,0,4,1,0,1,1,1
9874,9,0,0,3,3,11,4,4,0,1,1,1,1
9875,13,0,0,1,1,10,3,2,1,1,1,1,0
9876,10,0,0,0,2,7,1,4,1,1,1,1,0
9877,13,14084,0,3,2,0,1,4,0,1,1,1,1
9878,10,0,0,0,1,10,0,4,1,0,1,1,0
9879,4,0,0,3,2,6,1,4,0,1,2,1,0
9880,9,0,0,1,0,0,0,2,1,0,1,1,0
9881,10,0,0,3,2,0,4,4,0,1,0,1,0
9882,10,0,0,2,2,12,1,4,0,1,1,1,0
9883,9,0,0,2,1,4,4,2,1,0,1,1,0
9884,14,0,0,3,3,3,1,4,1,1,4,1,1
9886,7,0,0,1,2,7,0,4,1,0,1,1,0
9887,9,0,0,0,2,6,1,4,1,1,1,1,0
9888,7,0,0,0,2,11,1,4,0,1,1,1,0
9889,10,0,0,0,2,11,0,4,1,0,1,1,0
9890,10,15024,0,3,2,2,0,4,1,0,1,1,1
9891,10,0,0,1,2,6,0,4,1,0,1,1,0
9892,9,0,0,0,2,7,1,4,0,1,1,1,0
9893,9,0,0,1,2,2,0,4,1,0,1,1,0
9894,13,0,0,3,1,10,1,4,1,1,1,1,1
9895,8,3942,0,1,2,7,0,4,1,0,1,1,0
9896,9,0,0,0,2,0,0,4,1,0,1,1,0
9897,9,1424,0,5,2,11,0,4,1,0,0,1,0
9898,11,0,0,0,2,2,4,4,1,1,1,1,0
9899,10,0,0,4,2,7,4,4,0,1,0,1,0
9900,9,0,0,2,2,3,0,4,1,0,1,1,1
9901,13,0,0,0,2,9,5,4,0,0,0,1,0
9902,13,0,0,1,2,11,1,4,1,1,1,1,0
9903,12,0,0,1,2,3,0,4,1,0,2,1,1
9904,9,0,0,4,2,3,0,4,1,0,3,1,0
9905,10,0,0,2,2,2,0,4,1,0,1,1,1
9906,13,0,0,2,2,3,0,4,1,0,1,1,1
9908,13,7688,0,1,2,3,0,4,1,0,1,1,1
9909,10,0,0,1,2,3,0,4,1,0,0,1,0
9910,10,0,0,3,2,0,1,4,0,1,1,1,0
9911,11,0,0,0,2,11,4,1,1,1,1,0,0
9912,10,0,0,1,2,0,4,4,0,1,1,1,0
9913,10,0,0,0,2,13,0,4,1,0,0,1,0
9914,9,0,0,1,2,6,0,4,1,0,1,1,0
9915,10,0,0,0,2,11,1,4,1,1,2,1,0
9916,9,0,0,1,2,13,0,4,1,0,1,1,1
9917,16,0,0,2,4,9,1,4,0,1,1,1,0
9918,9,0,0,1,2,2,1,4,0,1,1,1,0
9919,10,0,0,1,3,3,1,4,1,1,2,0,0
9920,13,10520,0,2,4,3,1,2,1,1,1,1,1
9921,9,0,0,2,2,2,1,4,1,1,1,1,1
9922,9,0,0,6,2,11,3,4,1,1,1,1,0
9923,9,0,0,0,2,3,0,4,1,0,1,1,0
9924,5,0,0,3,2,2,0,4,1,0,1,1,1
9925,9,0,0,4,2,2,0,4,1,0,3,1,0
9928,9,0,0,1,4,9,1,4,1,1,1,1,0
9929,10,0,0,0,1,0,1,4,0,1,1,1,0
9930,13,0,0,1,2,12,1,4,0,1,1,1,1
9931,10,0,0,0,0,0,2,4,0,1,1,1,0
9932,10,0,0,0,4,2,0,4,1,0,1,1,0
9933,9,0,0,0,2,5,1,4,0,1,1,1,0
9934,9,0,0,0,2,7,1,4,1,1,1,1,0
9935,9,0,0,0,2,13,3,4,1,1,1,1,0
9936,9,0,0,4,4,4,0,4,1,0,0,1,0
9937,9,0,0,1,3,3,0,4,1,0,1,1,0
9939,15,0,0,2,0,9,0,1,1,0,1,0,1
9940,13,0,0,1,2,9,1,4,0,1,1,1,0
9941,9,0,0,1,4,9,5,4,0,0,0,1,1
9942,9,0,0,0,2,13,0,2,1,0,2,1,0
9943,10,0,0,1,2,13,1,4,1,1,1,1,0
9944,12,0,0,1,2,11,1,4,0,1,1,1,0
9945,13,15024,0,4,2,11,0,4,1,0,1,0,1
9946,13,0,0,2,2,7,4,4,0,1,1,1,1
9947,9,0,0,0,2,5,2,4,1,1,1,1,0
9948,9,0,0,2,4,7,0,4,1,0,3,1,0
9949,9,0,0,0,2,7,1,4,1,1,1,1,0
9950,10,0,0,0,2,0,3,2,0,1,1,1,0
9951,9,1831,0,1,5,7,4,2,0,1,1,1,0
9952,14,0,0,1,5,9,0,1,1,0,3,0,0
9953,9,0,0,4,4,7,1,4,0,1,0,1,0
9954,9,0,0,1,2,11,0,4,1,0,1,1,1
9955,9,0,0,2,4,2,1,4,1,1,2,1,1
9956,9,0,0,3,2,7,1,4,0,1,0,1,0
9957,14,0,0,1,2,11,1,1,1,1,1,0,0
9958,13,0,0,2,3,9,0,4,1,0,2,1,0
9959,9,0,0,2,2,13,0,2,1,0,1,1,1
9960,9,0,0,6,2,6,2,4,1,1,1,0,0
9961,9,0,0,0,2,5,4,4,0,1,0,1,0
9962,13,0,0,2,2,9,0,4,1,0,2,1,1
9963,10,0,0,0,2,9,1,4,0,1,0,1,0
9964,9,914,0,2,2,3,2,4,1,1,1,1,0
9965,10,0,0,0,2,7,5,0,0,0,1,1,0
9966,13,0,0,2,2,3,0,4,1,0,1,1,1
9967,9,0,0,4,2,3,1,4,0,1,1,1,0
9968,7,0,0,0,2,2,1,4,1,1,1,0,0
9969,9,0,0,0,2,6,0,4,1,0,1,1,0
9970,13,0,0,2,2,0,1,4,0,1,1,1,0
9971,4,0,0,6,2,2,1,4,1,1,1,1,0
9972,14,9562,0,2,1,9,4,2,0,1,1,1,1
9973,9,3471,0,5,2,6,0,4,1,0,1,0,0
9974,10,0,0,2,1,6,3,4,0,1,1,1,0
9975,10,0,0,6,2,7,3,4,1,1,0,1,0
9976,9,0,0,1,2,6,1,4,1,1,1,1,0
9977,10,0,0,0,2,0,0,4,1,0,1,1,0
9978,9,0,1876,2,2,11,3,4,1,1,1,1,0
9979,14,0,0,2,1,9,1,4,1,1,1,1,0
9980,13,0,0,0,2,9,1,4,1,1,1,1,0
9981,9,0,0,0,2,0,1,4,0,1,1,1,0
9982,13,0,0,1,2,3,3,4,1,0,1,1,0
9983,9,0,0,0,2,13,2,4,1,1,1,1,0
9984,6,0,0,0,2,2,5,3,0,0,1,0,0
9986,14,0,0,2,5,9,0,4,1,0,1,1,0
9988,13,0,0,2,2,11,0,4,1,0,1,1,0
9989,5,0,0,1,2,5,0,4,1,0,1,1,0
9990,8,0,0,6,2,7,3,4,0,1,0,1,0
9991,10,0,0,3,5,0,1,4,1,1,1,1,0
9992,9,0,0,2,2,6,3,2,0,1,1,1,0
9993,9,0,0,4,2,8,1,4,0,1,3,1,0
9994,11,0,0,1,4,2,0,4,1,0,2,1,0
9995,10,0,0,1,2,11,0,4,1,0,2,1,1
9996,9,0,0,0,2,7,3,4,0,1,3,1,0
9997,10,0,0,0,2,13,3,2,1,1,1,1,0
9998,2,0,0,1,2,7,0,4,1,0,1,0,0
9999,10,0,0,1,2,11,4,4,0,1,1,1,0
10000,10,0,0,1,2,0,1,4,0,1,1,1,0
10001,13,0,0,0,2,3,1,4,0,1,1,1,0
10002,10,0,0,3,2,2,0,4,1,0,1,1,1
10003,14,0,0,2,3,3,1,4,1,1,2,1,1
10004,9,0,0,0,2,0,5,4,0,0,1,1,0
10005,12,0,0,3,2,11,0,4,1,0,1,1,0
10006,9,0,0,0,2,4,4,4,1,1,0,1,0
10007,13,0,0,0,5,10,5,2,0,0,1,1,0
10008,9,0,0,3,2,8,2,4,0,0,1,1,0
10009,13,0,0,4,2,9,0,4,1,0,1,1,1
10010,9,0,0,3,2,11,0,4,1,0,1,1,1
10012,9,0,0,0,2,11,4,0,0,1,1,1,0
10014,10,0,0,0,2,11,3,4,0,1,1,1,0
10017,14,0,0,2,1,3,0,4,1,0,1,1,0
10018,9,0,0,2,2,11,3,4,0,1,3,1,0
10019,9,0,0,1,2,6,0,4,1,0,1,1,0
10020,9,0,0,0,2,5,1,4,1,1,1,1,0
10021,7,0,0,2,2,0,4,2,0,1,0,1,0
10022,7,0,0,6,2,11,1,4,0,1,0,1,0
10023,13,0,0,2,2,8,1,4,1,1,0,1,0
10024,11,0,0,2,2,9,3,4,0,1,0,1,0
10025,13,0,0,2,1,9,0,4,1,0,0,1,0
10026,9,0,0,0,2,5,2,1,1,1,1,1,0
10027,10,0,0,0,2,3,0,1,1,0,1,0,0
10028,13,0,0,1,2,9,0,4,1,0,1,1,1
10029,10,0,0,1,2,6,1,4,1,1,1,1,0
10030,7,0,0,1,2,11,0,4,1,0,0,1,0
10031,9,0,0,6,2,2,2,4,1,1,1,1,0
10032,10,0,0,1,2,7,1,4,0,1,0,1,0
10033,9,14084,0,0,2,11,1,0,1,1,1,1,1
10034,10,0,0,2,2,0,1,4,0,0,1,1,0
10036,10,0,0,1,3,9,0,4,1,0,0,1,0
10037,9,0,0,0,2,0,4,4,0,1,1,1,0
10038,6,0,0,2,2,2,0,4,1,0,1,1,0
10039,10,0,0,0,2,0,3,4,1,1,1,1,0
10040,9,0,0,6,2,2,3,4,1,1,1,1,0
10041,5,0,2231,2,1,5,4,4,1,1,1,1,1
10042,16,0,0,1,3,9,0,4,1,0,1,0,1
10043,9,0,0,0,2,2,0,4,1,0,1,1,0
10044,4,0,0,2,2,9,2,4,1,0,0,0,0
10045,10,2176,0,0,2,7,3,4,1,1,0,1,0
10046,10,0,0,3,1,10,0,4,1,0,1,1,0
10047,10,0,0,1,2,3,0,4,1,0,1,1,1
10048,9,0,0,1,0,5,4,4,0,1,1,1,0
10049,11,0,0,0,2,7,1,2,1,1,1,1,0
10050,10,0,0,2,0,7,0,4,1,0,1,1,0
10051,16,0,0,1,3,9,1,4,1,1,2,1,0
10052,9,0,0,4,2,0,4,4,0,1,0,1,0
10053,7,0,0,2,4,2,0,4,1,0,1,1,0
10054,9,0,0,1,2,5,1,4,0,1,1,1,0
10055,13,0,0,1,5,9,0,4,1,0,1,1,0
10057,10,0,0,2,4,4,0,4,1,0,2,1,0
10058,13,0,0,0,2,9,1,4,0,1,1,1,0
10059,13,0,0,1,2,11,0,4,1,0,1,1,0
10060,9,0,0,3,2,13,0,4,1,0,4,1,1
10061,12,0,0,1,2,12,0,4,1,0,1,1,1
10063,9,0,2444,3,2,11,1,4,0,1,2,1,1
10065,15,0,0,5,2,9,0,4,1,0,3,1,1
10066,9,0,0,0,2,7,2,2,0,1,0,1,0
10067,9,0,0,3,2,2,0,4,1,0,2,1,0
10068,10,0,0,0,4,9,4,4,1,1,1,1,0
10069,9,0,0,2,2,2,0,4,1,0,1,1,0
10070,9,0,0,0,2,6,5,4,0,0,1,1,0
10071,10,0,0,0,1,10,0,4,1,0,1,1,0
10072,10,0,0,6,2,6,1,4,0,1,3,1,0
10073,4,0,0,4,2,5,1,4,1,1,1,1,0
10074,8,0,0,1,2,6,4,4,0,1,1,1,0
10075,6,0,0,1,2,6,0,4,1,0,2,1,0
10076,10,0,0,0,2,0,1,2,1,1,0,1,0
10077,5,0,0,3,2,4,1,2,1,1,1,1,0
10078,9,0,0,2,2,11,1,4,1,1,1,1,0
10079,13,0,0,3,2,3,0,4,1,0,1,1,1
10080,13,0,0,1,2,11,0,4,1,0,2,1,0
10081,9,0,0,0,2,11,0,4,1,0,1,1,0
10082,13,15024,0,1,2,9,5,4,0,0,0,1,1
10083,4,0,0,0,4,4,0,4,1,0,2,1,0
10084,12,0,0,1,2,3,4,2,0,1,1,1,0
10085,10,0,0,0,2,7,3,4,0,1,1,1,0
10086,9,0,0,1,4,4,0,4,1,0,2,1,0
10087,13,0,0,3,2,11,4,4,0,1,0,1,0
10088,9,0,0,3,2,9,4,2,0,1,1,1,0
10089,11,0,0,2,0,3,4,2,0,1,1,1,0
10090,13,0,0,1,2,9,1,4,1,1,2,1,0
10091,14,0,0,0,5,9,0,1,1,0,0,0,0
10092,10,0,0,0,5,0,1,3,1,1,0,1,0
10093,9,0,0,2,2,13,0,4,1,0,1,1,0
10095,10,0,0,1,2,7,4,4,0,1,1,1,0
10096,13,0,0,2,4,9,0,4,1,0,0,1,0
10097,10,0,0,0,2,7,3,4,1,1,0,1,0
10099,6,0,0,3,2,2,0,4,1,0,1,1,1
10100,5,0,0,0,3,2,3,4,1,1,1,1,0
10101,7,0,0,0,2,7,1,4,1,1,1,1,0
10103,10,0,0,0,2,10,3,4,1,1,1,0,0
10104,10,0,0,3,2,2,0,4,1,0,1,1,1
10105,9,0,0,3,2,6,0,4,1,0,1,1,0
10106,9,0,0,1,2,0,1,4,1,1,0,1,0
10107,13,0,0,1,2,0,0,1,1,0,2,0,0
10108,10,0,0,0,2,7,5,4,0,0,1,1,0
10109,13,0,0,3,2,6,0,4,1,0,1,1,0
10111,7,3942,0,0,2,2,0,4,1,0,1,1,0
10112,9,1055,0,6,2,11,2,4,0,1,0,1,0
10113,10,0,0,2,2,6,0,2,1,0,1,1,0
10114,16,25236,0,2,5,9,4,4,1,0,2,1,1
10115,9,0,0,0,2,0,0,4,1,0,1,1,0
10116,9,0,0,3,2,0,5,4,0,0,1,1,0
10118,10,0,0,2,2,13,0,4,1,0,2,1,1
10119,10,0,0,2,5,9,0,4,1,0,1,1,1
10120,9,0,0,0,2,7,1,4,0,1,0,1,0
10121,13,0,0,0,2,3,5,4,0,0,2,1,1
10122,14,15024,0,3,1,9,5,4,0,0,1,1,1
10123,13,0,0,2,2,2,1,4,1,1,1,1,0
10124,4,0,0,7,4,4,1,4,1,1,0,1,0
10125,9,0,0,2,4,0,5,4,0,0,0,0,0
10127,9,0,0,2,2,11,0,4,1,0,1,1,0
10128,7,0,0,6,2,5,3,4,1,1,3,1,0
10129,9,0,0,1,2,2,0,4,1,0,1,1,0
10130,10,0,0,0,2,6,1,4,0,1,1,1,0
10131,8,0,0,6,2,7,3,4,1,1,3,1,0
10132,9,0,0,6,4,4,3,4,1,1,1,1,0
10133,9,0,0,3,2,5,0,4,1,0,1,1,0
10134,9,0,0,0,2,0,4,4,0,1,1,1,0
10135,14,0,0,0,2,3,3,4,0,1,1,1,0
10136,13,0,0,1,4,9,0,4,1,0,1,1,1
10137,9,0,0,3,2,4,0,4,1,0,4,1,1
10138,10,0,0,1,2,7,1,4,1,1,1,1,0
10140,9,0,0,3,2,2,1,4,1,1,1,1,1
10141,7,0,0,0,2,5,1,4,1,1,1,1,0
10142,9,0,0,1,2,4,1,4,1,1,2,1,0
10144,13,15024,0,3,3,3,0,4,1,0,1,1,1
10145,13,0,0,0,2,3,0,4,1,0,1,1,1
10146,9,0,0,1,2,13,0,4,1,0,1,1,0
10147,9,0,0,2,2,3,0,4,1,0,1,1,0
10148,9,0,0,0,2,5,1,4,1,1,0,1,0
10149,13,0,0,2,2,11,5,4,0,0,1,0,0
10150,10,0,0,3,2,0,5,4,0,0,1,1,1
10151,9,0,0,3,1,7,5,2,0,0,0,1,0
10152,9,0,0,0,2,11,1,0,0,1,1,1,0
10153,10,0,0,0,2,2,0,4,1,0,2,1,0
10154,10,0,0,0,2,0,3,2,0,1,1,0,0
10155,12,7298,0,3,2,2,0,4,1,0,0,1,1
10156,9,0,0,0,2,5,3,4,1,1,1,1,0
10157,10,0,0,0,2,2,1,4,1,1,1,1,0
10158,6,0,0,0,2,5,1,4,1,0,1,1,0
10159,13,0,0,3,2,3,0,4,1,0,1,1,1
10160,9,0,0,4,2,7,1,4,1,1,0,1,0
10162,10,0,0,1,2,2,0,4,1,0,1,1,1
10163,9,0,0,0,2,6,0,4,1,0,1,1,0
10164,9,0,0,0,2,0,3,2,0,1,1,1,0
10165,14,0,0,1,2,7,0,4,1,0,1,1,0
10166,9,0,0,3,5,10,0,4,1,0,1,1,0
10167,3,0,0,0,2,6,1,4,1,1,0,0,0
10168,13,0,0,0,2,9,1,4,0,1,1,1,0
10169,10,0,0,0,2,11,3,4,0,1,0,1,0
10170,13,3908,0,0,2,9,0,4,1,0,1,1,0
10171,14,15024,0,1,2,3,0,4,1,0,1,1,1
10172,9,0,0,4,3,11,0,4,1,0,1,1,0
10173,9,0,0,2,4,11,1,4,1,1,1,1,1
10174,4,0,0,6,2,6,3,4,1,1,1,1,0
10175,16,0,0,3,4,9,1,4,0,1,2,1,1
10176,8,0,0,1,2,8,4,2,0,1,1,1,0
10177,14,0,0,4,2,3,0,4,1,0,1,1,1
10178,10,0,0,2,2,2,0,4,1,0,1,1,0
10179,16,0,0,2,3,9,5,4,0,0,2,1,1
